type_tache,complexite,type_livrable,niveau_expertise,temps_sans_copilot,copilot_utilise,temps_realisation_min,nb_iterations,score_pertinence,score_clarte,score_exactitude,score_exploitabilite,copilot_pertinent
Résumer les insights,Moyen,Opérationnel,Débutant,25.2,1,14.6,2,4.0,4.0,4.3,3.4,1
Résumer les insights,Élevé,Exploratoire,Débutant,26.8,1,13.1,1,3.5,3.4,4.3,4.1,1
Générer du DAX,Moyen,Management,Débutant,54.3,1,9.9,6,2.3,2.8,3.3,3.3,0
Résumer les insights,Faible,Exploratoire,Intermédiaire,19.8,0,19.8,1,4.0,3.2,2.9,2.7,0
Analyser les données rapidement,Faible,Exploratoire,Expert,20.0,0,20.0,1,3.8,3.5,4.6,3.7,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,38.8,0,38.8,1,3.5,3.4,3.3,3.5,0
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,27.9,1,20.5,1,4.2,2.9,3.3,3.7,1
Poser des questions en langage naturel,Faible,Management,Débutant,34.8,1,20.7,1,3.6,3.7,3.8,4.5,1
Résumer les insights,Moyen,Exploratoire,Débutant,14.8,1,13.3,1,3.3,3.6,4.6,3.2,1
Générer du DAX,Moyen,Management,Intermédiaire,69.8,0,69.8,2,3.9,3.5,4.5,2.2,0
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,33.0,0,33.0,1,4.2,4.2,2.0,4.5,0
Résumer les insights,Moyen,Management,Expert,16.5,0,16.5,1,3.6,3.3,4.1,5.0,0
Générer du DAX,Élevé,Management,Intermédiaire,107.1,1,40.1,4,3.5,3.4,3.0,2.5,0
Résumer les insights,Moyen,Opérationnel,Débutant,19.4,1,11.1,1,3.6,4.6,4.1,4.5,1
Poser des questions en langage naturel,Élevé,Opérationnel,Expert,37.2,1,28.8,1,3.9,4.1,3.6,3.7,1
Analyser les données rapidement,Moyen,Exploratoire,Expert,28.7,1,22.8,1,4.0,4.0,3.8,4.5,1
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,35.1,0,35.1,1,3.7,3.6,4.5,3.9,0
Résumer les insights,Élevé,Exploratoire,Intermédiaire,27.4,1,21.9,1,4.0,3.9,4.4,3.0,1
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,25.4,0,25.4,1,3.0,4.4,3.7,3.8,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,42.9,1,22.0,1,3.8,4.1,4.9,4.3,1
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,36.8,0,36.8,1,3.3,3.5,3.7,3.0,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,31.2,1,13.3,1,3.1,3.6,3.2,4.4,1
Analyser les données rapidement,Élevé,Opérationnel,Intermédiaire,63.3,1,34.5,4,5.0,4.4,4.0,3.9,0
Analyser les données rapidement,Moyen,Opérationnel,Débutant,35.5,1,15.1,2,3.8,3.1,3.8,4.2,1
Générer du DAX,Moyen,Exploratoire,Intermédiaire,81.0,1,27.7,2,3.1,3.0,3.4,2.6,0
Créer des rapports automatiquement,Faible,Management,Intermédiaire,34.7,0,34.7,1,3.6,3.8,2.6,3.1,0
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,23.1,0,23.1,3,3.8,3.3,3.1,3.3,0
Analyser les données rapidement,Moyen,Opérationnel,Débutant,52.9,0,52.9,1,4.7,3.6,3.5,3.4,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,37.2,1,25.7,1,4.3,3.7,4.0,4.9,1
Résumer les insights,Moyen,Opérationnel,Débutant,27.3,0,27.3,1,3.5,3.7,3.8,3.4,0
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,21.9,1,17.6,2,4.4,4.1,4.9,2.7,1
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,35.9,1,25.7,2,3.9,3.5,3.7,4.2,1
Créer des rapports automatiquement,Moyen,Exploratoire,Intermédiaire,17.3,0,17.3,1,3.8,4.0,2.9,3.2,0
Poser des questions en langage naturel,Élevé,Opérationnel,Débutant,58.3,0,58.3,1,3.2,4.1,3.4,3.5,0
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,53.0,0,53.0,1,3.8,4.2,3.6,3.8,0
Créer des rapports automatiquement,Élevé,Opérationnel,Intermédiaire,59.1,1,42.8,2,3.9,4.0,2.9,3.6,1
Résumer les insights,Moyen,Opérationnel,Débutant,20.4,1,12.4,1,4.8,4.1,3.5,3.8,1
Créer des rapports automatiquement,Faible,Opérationnel,Débutant,24.2,1,15.0,1,4.3,4.5,3.4,4.6,1
Créer des rapports automatiquement,Élevé,Opérationnel,Débutant,45.5,1,28.2,3,3.6,3.9,2.8,4.4,1
Nettoyer les données,Moyen,Management,Débutant,39.2,1,5.0,2,4.4,2.8,3.4,4.5,1
Poser des questions en langage naturel,Faible,Opérationnel,Intermédiaire,25.1,1,19.1,1,4.0,4.6,4.1,4.0,1
Poser des questions en langage naturel,Élevé,Opérationnel,Expert,50.1,1,40.0,2,4.1,4.3,3.0,2.9,1
Créer des rapports automatiquement,Moyen,Exploratoire,Intermédiaire,30.2,0,30.2,1,4.3,3.3,3.7,3.4,0
Créer des rapports automatiquement,Moyen,Management,Débutant,31.9,0,31.9,1,3.6,3.4,3.5,3.6,0
Résumer les insights,Faible,Exploratoire,Intermédiaire,20.5,0,20.5,1,2.7,3.9,3.3,3.6,0
Créer des rapports automatiquement,Élevé,Management,Intermédiaire,51.0,1,35.1,2,4.9,4.6,3.4,4.9,1
Créer des rapports automatiquement,Moyen,Exploratoire,Intermédiaire,34.1,1,24.5,1,3.7,5.0,4.7,3.6,1
Résumer les insights,Moyen,Opérationnel,Débutant,25.0,0,25.0,1,3.3,4.1,2.5,2.9,0
Générer du DAX,Élevé,Exploratoire,Débutant,87.9,1,19.4,6,3.3,2.5,2.6,1.5,0
Poser des questions en langage naturel,Moyen,Management,Débutant,33.3,0,33.3,2,2.7,3.2,3.8,3.1,0
Créer des rapports automatiquement,Faible,Opérationnel,Débutant,30.1,1,21.4,2,4.1,5.0,5.0,4.6,1
Analyser les données rapidement,Moyen,Management,Intermédiaire,44.4,0,44.4,1,3.3,3.4,2.6,3.9,0
Créer des rapports automatiquement,Faible,Opérationnel,Débutant,33.8,1,23.6,1,2.8,3.3,3.8,3.8,0
Résumer les insights,Faible,Exploratoire,Expert,12.6,1,14.8,3,3.9,3.5,3.8,5.0,0
Créer des rapports automatiquement,Faible,Opérationnel,Intermédiaire,24.8,0,24.8,1,2.9,4.2,2.9,3.7,0
Analyser les données rapidement,Moyen,Opérationnel,Débutant,40.4,0,40.4,1,3.8,3.1,3.5,2.4,0
Résumer les insights,Moyen,Exploratoire,Expert,32.7,1,30.4,1,3.8,3.2,4.0,3.6,0
Poser des questions en langage naturel,Moyen,Management,Débutant,25.7,0,25.7,1,3.5,3.0,3.6,3.3,0
Résumer les insights,Moyen,Management,Expert,29.1,1,25.1,1,4.3,4.1,3.3,4.1,1
Générer du DAX,Faible,Opérationnel,Intermédiaire,36.0,1,11.3,3,3.4,4.3,4.0,2.7,1
Résumer les insights,Élevé,Exploratoire,Intermédiaire,46.9,1,31.7,1,3.0,3.9,3.5,4.0,1
Analyser les données rapidement,Élevé,Management,Intermédiaire,72.2,0,72.2,1,3.4,4.2,2.9,3.4,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,24.3,0,24.3,1,2.8,3.5,2.5,3.6,0
Analyser les données rapidement,Moyen,Opérationnel,Débutant,35.4,0,35.4,1,4.5,4.1,4.2,3.9,0
Analyser les données rapidement,Faible,Opérationnel,Débutant,35.3,0,35.3,2,2.7,3.3,3.7,4.0,0
Poser des questions en langage naturel,Élevé,Exploratoire,Intermédiaire,39.4,0,39.4,2,4.3,3.7,3.5,3.8,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,43.6,1,25.1,1,3.9,3.8,4.4,3.5,1
Créer des rapports automatiquement,Faible,Opérationnel,Intermédiaire,15.3,1,11.9,2,4.2,4.4,3.7,3.1,1
Générer du DAX,Moyen,Opérationnel,Expert,45.9,1,30.8,2,3.3,2.4,3.0,3.9,0
Générer du DAX,Faible,Management,Intermédiaire,34.6,0,34.6,1,3.6,4.1,4.1,3.6,0
Analyser les données rapidement,Élevé,Opérationnel,Intermédiaire,55.0,0,55.0,1,2.8,3.4,3.6,3.6,0
Résumer les insights,Élevé,Opérationnel,Débutant,29.6,0,29.6,1,4.0,3.9,3.3,3.8,0
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,41.8,1,21.2,1,3.5,3.9,4.5,4.3,1
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,38.2,0,38.2,1,3.6,3.9,3.4,3.3,0
Analyser les données rapidement,Élevé,Exploratoire,Intermédiaire,63.0,0,63.0,2,3.4,3.2,3.5,4.0,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,31.3,1,19.2,1,3.6,4.7,4.5,4.9,1
Poser des questions en langage naturel,Élevé,Exploratoire,Débutant,55.5,1,31.2,1,3.1,3.0,4.0,4.1,1
Poser des questions en langage naturel,Faible,Management,Débutant,26.8,1,12.3,1,4.0,4.0,3.4,3.7,1
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,26.2,1,18.9,1,4.0,4.8,4.3,4.2,1
Analyser les données rapidement,Moyen,Management,Intermédiaire,35.6,0,35.6,1,2.6,3.6,3.2,3.3,0
Poser des questions en langage naturel,Faible,Management,Intermédiaire,33.0,1,26.3,3,4.1,4.3,3.9,3.7,1
Poser des questions en langage naturel,Faible,Management,Expert,25.5,1,22.7,1,4.1,3.2,5.0,4.3,1
Résumer les insights,Moyen,Opérationnel,Expert,35.0,1,26.0,1,4.3,4.3,3.6,3.4,1
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,28.8,1,23.1,3,4.4,3.9,4.5,3.6,1
Créer des rapports automatiquement,Élevé,Management,Intermédiaire,43.4,1,31.0,2,3.4,4.2,2.9,3.3,0
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,45.0,1,34.3,1,3.9,4.7,3.1,4.3,1
Résumer les insights,Faible,Exploratoire,Expert,15.7,1,12.0,1,4.0,3.9,3.5,4.5,1
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,27.9,0,27.9,1,4.2,3.5,3.1,3.7,0
Générer du DAX,Élevé,Management,Débutant,74.8,1,14.5,3,2.7,3.3,2.4,3.5,0
Poser des questions en langage naturel,Moyen,Exploratoire,Débutant,25.1,1,12.0,2,4.1,4.7,4.8,4.0,1
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,30.0,1,23.5,3,4.3,4.2,4.4,3.5,1
Analyser les données rapidement,Moyen,Opérationnel,Débutant,46.0,1,15.7,1,3.7,4.7,3.3,4.0,1
Analyser les données rapidement,Faible,Management,Expert,33.6,0,33.6,1,3.0,3.3,4.2,4.1,0
Générer du DAX,Faible,Opérationnel,Expert,55.1,1,35.6,3,3.6,3.0,4.1,3.6,1
Générer du DAX,Élevé,Exploratoire,Intermédiaire,65.0,1,24.1,4,3.0,2.9,3.8,3.1,0
Analyser les données rapidement,Moyen,Opérationnel,Débutant,31.8,1,10.8,1,3.2,3.4,2.7,4.9,1
Créer des rapports automatiquement,Moyen,Exploratoire,Intermédiaire,37.7,1,27.7,1,3.6,4.6,2.8,3.5,1
Résumer les insights,Faible,Opérationnel,Débutant,20.4,0,20.4,1,3.0,3.4,2.3,4.5,0
Améliorer le design,Élevé,Management,Expert,35.4,1,42.57622806275872,3,4.5,3.8,3.4,4.1,0
Poser des questions en langage naturel,Faible,Opérationnel,Expert,31.5,1,27.3,1,4.2,3.6,3.5,3.6,1
Analyser les données rapidement,Moyen,Opérationnel,Expert,35.3,1,28.2,3,3.3,3.9,4.3,3.7,1
Résumer les insights,Élevé,Opérationnel,Intermédiaire,41.9,1,27.8,2,4.3,4.1,4.1,4.4,1
Analyser les données rapidement,Moyen,Management,Débutant,34.6,1,11.9,1,4.5,3.0,3.9,4.2,1
Poser des questions en langage naturel,Élevé,Management,Expert,53.0,1,43.5,1,4.3,4.3,3.5,3.8,1
Analyser les données rapidement,Faible,Management,Intermédiaire,35.0,1,17.5,1,3.7,4.2,5.0,4.6,1
Générer du DAX,Faible,Exploratoire,Expert,38.0,0,38.0,1,2.8,2.9,3.2,4.2,0
Poser des questions en langage naturel,Faible,Management,Débutant,30.4,1,19.6,2,4.2,4.1,3.0,3.4,1
Résumer les insights,Faible,Exploratoire,Débutant,4.4,0,4.4,2,3.7,3.4,4.8,3.9,0
Créer des rapports automatiquement,Élevé,Opérationnel,Intermédiaire,48.4,0,48.4,1,4.3,2.8,2.2,3.2,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,28.7,0,28.7,1,4.3,4.2,2.5,3.3,0
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,33.9,1,24.8,1,3.8,3.9,3.2,4.4,1
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,25.4,1,18.9,3,3.3,3.8,4.0,3.5,1
Générer du DAX,Faible,Opérationnel,Intermédiaire,26.0,1,8.2,2,2.6,3.4,1.6,3.0,0
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,25.5,0,25.5,1,3.9,3.6,2.8,3.8,0
Générer du DAX,Moyen,Management,Intermédiaire,72.8,1,30.7,5,3.5,3.4,2.6,3.2,0
Générer du DAX,Faible,Management,Expert,38.8,1,28.6,9,2.3,4.1,2.5,3.8,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,43.2,1,18.2,1,3.7,3.9,2.8,4.2,1
Générer du DAX,Moyen,Management,Intermédiaire,57.9,0,57.9,1,3.4,3.8,3.8,3.6,0
Nettoyer les données,Élevé,Management,Intermédiaire,72.9,1,118.55850351959803,4,4.0,4.4,4.5,4.2,0
Analyser les données rapidement,Faible,Opérationnel,Débutant,27.6,1,6.7,1,4.3,4.7,4.0,3.9,1
Résumer les insights,Faible,Opérationnel,Débutant,20.2,0,20.2,1,2.8,2.9,3.0,3.2,0
Poser des questions en langage naturel,Faible,Management,Intermédiaire,21.4,1,14.6,3,4.3,4.6,5.0,3.7,1
Générer du DAX,Faible,Management,Expert,30.8,1,22.0,4,3.0,2.8,3.2,2.9,0
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,33.4,1,21.8,1,4.2,3.4,3.5,4.1,1
Générer du DAX,Moyen,Exploratoire,Intermédiaire,50.0,1,17.8,4,3.6,3.0,3.2,3.1,0
Générer du DAX,Élevé,Opérationnel,Intermédiaire,82.0,0,82.0,2,2.9,4.0,4.8,3.6,0
Générer du DAX,Moyen,Opérationnel,Débutant,42.9,1,8.8,5,3.7,3.7,2.0,3.8,0
Analyser les données rapidement,Faible,Management,Intermédiaire,22.3,1,13.1,2,5.0,4.9,3.9,3.7,1
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,14.3,1,7.5,3,3.2,4.0,4.1,3.7,1
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,56.3,1,26.1,2,3.8,4.6,3.0,4.8,1
Poser des questions en langage naturel,Faible,Management,Débutant,17.8,0,17.8,1,4.3,3.4,3.3,3.7,0
Créer des rapports automatiquement,Faible,Exploratoire,Débutant,31.4,1,21.0,2,3.9,4.3,3.5,4.7,1
Poser des questions en langage naturel,Élevé,Management,Débutant,38.7,1,22.9,1,4.2,3.7,4.6,4.3,1
Analyser les données rapidement,Moyen,Management,Intermédiaire,26.0,1,10.9,3,2.9,4.1,4.1,4.3,1
Générer du DAX,Moyen,Management,Débutant,76.9,1,17.0,3,3.1,2.9,3.3,2.3,0
Générer du DAX,Faible,Opérationnel,Intermédiaire,40.6,1,13.8,3,2.2,3.2,2.7,2.9,0
Créer des rapports automatiquement,Moyen,Management,Expert,53.3,0,53.3,1,4.3,3.8,3.9,4.3,0
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,21.3,1,19.8,1,4.0,3.7,3.7,3.9,0
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,23.6,1,16.7,1,3.7,3.7,4.1,4.8,1
Résumer les insights,Faible,Exploratoire,Débutant,25.1,1,14.9,2,4.2,4.5,3.6,4.0,1
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,44.0,1,31.9,2,4.6,3.9,4.3,4.2,1
Générer du DAX,Faible,Exploratoire,Intermédiaire,60.8,0,60.8,1,3.2,3.1,2.8,3.5,0
Générer du DAX,Moyen,Exploratoire,Intermédiaire,67.2,0,67.2,2,3.5,4.5,2.1,3.9,0
Poser des questions en langage naturel,Élevé,Exploratoire,Intermédiaire,49.0,1,33.8,1,4.1,3.8,3.1,4.4,1
Poser des questions en langage naturel,Faible,Management,Débutant,28.0,0,28.0,1,3.8,3.4,3.5,2.9,0
Résumer les insights,Moyen,Management,Intermédiaire,19.6,1,15.8,3,4.0,3.1,3.7,4.4,1
Poser des questions en langage naturel,Faible,Opérationnel,Intermédiaire,18.0,1,10.5,1,4.8,4.1,3.9,4.1,1
Analyser les données rapidement,Faible,Management,Débutant,33.0,0,33.0,1,3.1,2.7,3.5,3.7,0
Analyser les données rapidement,Faible,Opérationnel,Débutant,41.8,0,41.8,1,3.4,3.5,3.1,2.4,0
Créer des rapports automatiquement,Faible,Opérationnel,Intermédiaire,29.2,1,22.3,1,4.2,4.7,3.2,3.8,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,66.6,1,26.2,2,2.6,3.3,3.3,3.6,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,42.7,1,22.2,2,4.5,4.2,4.2,4.7,1
Créer des rapports automatiquement,Faible,Management,Débutant,29.6,0,29.6,3,3.0,3.7,2.6,3.5,0
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,32.9,0,32.9,1,4.2,3.7,2.4,3.1,0
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,53.0,1,24.2,1,3.9,4.3,3.4,4.7,1
Résumer les insights,Moyen,Exploratoire,Débutant,24.8,1,13.0,1,4.4,3.8,4.7,4.3,1
Poser des questions en langage naturel,Faible,Management,Débutant,26.4,1,14.4,3,4.2,3.8,3.7,4.0,1
Analyser les données rapidement,Faible,Management,Expert,32.1,0,32.1,1,3.4,3.7,4.0,3.4,0
Résumer les insights,Moyen,Management,Intermédiaire,21.5,0,21.5,1,3.1,3.6,2.1,3.9,0
Résumer les insights,Moyen,Management,Intermédiaire,30.2,0,30.2,2,3.3,2.9,3.4,3.7,0
Générer du DAX,Élevé,Exploratoire,Débutant,103.1,1,20.9,4,3.1,3.9,3.6,2.6,0
Créer des rapports automatiquement,Faible,Opérationnel,Débutant,21.6,0,21.6,1,3.1,3.6,3.3,3.6,0
Améliorer le design,Élevé,Exploratoire,Débutant,58.0,1,49.73701719374435,1,5.0,4.0,4.8,4.3,1
Poser des questions en langage naturel,Moyen,Opérationnel,Expert,18.5,0,18.5,1,4.0,3.3,2.5,2.5,0
Résumer les insights,Faible,Exploratoire,Intermédiaire,21.2,1,12.9,2,4.5,4.1,2.9,3.7,1
Résumer les insights,Moyen,Exploratoire,Débutant,36.6,1,19.7,3,4.5,3.5,4.2,4.5,1
Créer des rapports automatiquement,Faible,Management,Débutant,28.7,1,21.6,1,4.1,4.7,2.9,4.9,1
Créer des rapports automatiquement,Moyen,Exploratoire,Débutant,30.6,0,30.6,1,3.4,3.0,4.1,3.4,0
Résumer les insights,Faible,Management,Intermédiaire,22.3,0,22.3,2,3.8,2.6,3.5,3.4,0
Résumer les insights,Moyen,Exploratoire,Débutant,23.3,1,14.2,2,4.7,3.6,4.4,4.7,1
Nettoyer les données,Faible,Management,Débutant,43.8,1,5.329682358555489,4,3.8,4.0,3.1,4.8,0
Poser des questions en langage naturel,Élevé,Management,Expert,35.0,1,30.0,2,4.4,3.5,4.3,3.8,1
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,19.2,1,8.8,2,3.2,4.1,4.2,3.8,1
Générer du DAX,Élevé,Exploratoire,Intermédiaire,87.2,1,34.1,4,3.4,3.3,3.0,4.4,0
Analyser les données rapidement,Moyen,Opérationnel,Expert,29.1,1,24.7,2,2.9,4.9,4.0,4.3,1
Créer des rapports automatiquement,Faible,Management,Intermédiaire,27.5,0,27.5,1,4.0,4.1,3.5,3.2,0
Générer du DAX,Élevé,Opérationnel,Débutant,103.1,1,20.8,2,3.2,4.0,2.9,2.5,0
Créer des rapports automatiquement,Moyen,Opérationnel,Débutant,36.4,1,25.2,3,2.5,4.1,4.3,4.0,1
Analyser les données rapidement,Élevé,Opérationnel,Expert,52.7,0,52.7,1,3.3,3.2,3.2,2.8,0
Poser des questions en langage naturel,Moyen,Exploratoire,Débutant,37.8,0,37.8,1,3.6,2.9,3.6,3.8,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,15.9,0,15.9,3,3.4,3.6,2.8,2.8,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,26.3,1,19.4,1,3.5,4.3,3.1,3.9,1
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,14.2,1,12.1,1,4.1,4.3,4.7,3.2,1
Poser des questions en langage naturel,Faible,Management,Intermédiaire,26.6,0,26.6,1,4.3,3.8,2.6,3.6,0
Poser des questions en langage naturel,Moyen,Management,Débutant,20.7,1,10.7,1,3.7,4.4,3.6,3.9,1
Résumer les insights,Faible,Exploratoire,Intermédiaire,29.0,1,16.6,1,4.5,4.2,4.1,3.3,1
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,18.0,0,18.0,2,2.8,4.8,3.4,2.6,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,38.4,0,38.4,1,3.3,3.9,2.0,3.8,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,36.0,1,20.2,2,4.7,3.4,3.4,3.4,1
Poser des questions en langage naturel,Élevé,Exploratoire,Intermédiaire,47.8,0,47.8,1,3.5,3.0,3.2,3.9,0
Générer du DAX,Moyen,Exploratoire,Débutant,74.4,0,74.4,1,3.4,3.3,3.8,3.6,0
Résumer les insights,Élevé,Management,Intermédiaire,43.4,1,30.1,1,3.7,4.3,4.3,4.3,1
Résumer les insights,Moyen,Opérationnel,Intermédiaire,11.0,0,11.0,1,3.7,3.9,3.7,4.1,0
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,20.0,1,13.0,1,4.1,4.7,4.1,5.0,1
Créer des rapports automatiquement,Faible,Management,Expert,30.9,1,31.2,1,3.3,3.7,4.3,4.0,0
Analyser les données rapidement,Faible,Exploratoire,Débutant,31.0,1,8.2,2,3.9,4.4,4.5,3.4,1
Générer du DAX,Moyen,Management,Débutant,74.4,1,15.8,3,3.8,3.2,3.3,3.5,0
Résumer les insights,Moyen,Opérationnel,Débutant,27.5,1,16.2,1,3.5,4.0,3.9,3.8,1
Générer du DAX,Faible,Opérationnel,Expert,50.5,1,35.7,4,4.0,2.8,3.0,2.9,0
Poser des questions en langage naturel,Moyen,Exploratoire,Débutant,31.7,0,31.7,1,3.8,3.2,3.9,4.3,0
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,30.9,1,13.6,2,4.0,4.2,3.9,4.3,1
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,28.4,0,28.4,1,3.2,3.9,3.4,3.4,0
Analyser les données rapidement,Faible,Opérationnel,Expert,22.8,1,16.6,3,4.1,4.4,4.4,3.8,1
Créer des rapports automatiquement,Faible,Management,Intermédiaire,38.7,0,38.7,2,2.8,2.7,2.6,3.4,0
Créer des rapports automatiquement,Moyen,Management,Débutant,36.4,1,24.3,1,3.5,5.0,4.4,4.3,1
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,17.4,1,12.8,1,4.4,3.8,3.2,3.1,1
Créer des rapports automatiquement,Faible,Opérationnel,Débutant,20.6,0,20.6,2,3.8,3.4,4.0,2.5,0
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,58.6,1,44.0,1,3.9,4.2,3.5,4.3,1
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,25.6,1,19.4,1,4.1,5.0,3.8,4.2,1
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,46.5,1,22.9,1,4.5,4.5,3.3,4.1,1
Analyser les données rapidement,Faible,Management,Intermédiaire,28.7,1,15.2,1,3.2,3.3,3.3,3.4,0
Résumer les insights,Faible,Opérationnel,Débutant,25.3,0,25.3,1,3.3,3.3,2.5,3.8,0
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,27.4,0,27.4,1,3.2,3.6,2.9,3.2,0
Analyser les données rapidement,Élevé,Opérationnel,Débutant,62.6,1,23.3,1,4.1,4.5,3.8,3.7,1
Créer des rapports automatiquement,Moyen,Opérationnel,Expert,40.9,1,32.8,1,4.7,4.2,3.3,4.0,1
Générer du DAX,Faible,Management,Débutant,49.9,1,9.4,4,3.1,3.4,3.9,2.7,0
Poser des questions en langage naturel,Moyen,Opérationnel,Expert,29.1,0,29.1,1,3.4,3.6,2.9,3.1,0
Générer du DAX,Faible,Management,Intermédiaire,53.3,1,21.6,4,3.2,3.6,3.9,2.5,0
Résumer les insights,Faible,Opérationnel,Intermédiaire,24.7,0,24.7,1,3.3,3.6,4.3,3.3,0
Analyser les données rapidement,Moyen,Opérationnel,Débutant,38.4,1,15.7,3,4.5,5.0,5.0,4.1,1
Résumer les insights,Faible,Management,Débutant,21.0,1,12.0,1,3.6,4.4,3.9,3.9,1
Poser des questions en langage naturel,Élevé,Opérationnel,Débutant,55.5,1,33.2,1,5.0,4.1,2.5,3.5,1
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,17.0,0,17.0,2,3.4,3.9,3.4,4.2,0
Poser des questions en langage naturel,Moyen,Management,Expert,29.0,1,24.1,3,3.8,4.1,4.2,4.3,1
Poser des questions en langage naturel,Faible,Opérationnel,Expert,26.0,0,26.0,2,3.3,3.0,3.1,2.8,0
Créer des rapports automatiquement,Faible,Exploratoire,Débutant,35.3,1,21.3,1,4.2,3.7,4.1,4.5,1
Poser des questions en langage naturel,Faible,Opérationnel,Intermédiaire,11.1,1,8.2,1,3.7,4.6,4.4,3.4,1
Poser des questions en langage naturel,Faible,Exploratoire,Expert,31.2,1,24.2,4,3.9,4.6,3.9,3.1,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,55.3,1,31.5,1,3.7,3.8,3.7,4.8,1
Résumer les insights,Élevé,Opérationnel,Intermédiaire,28.2,0,28.2,2,3.8,3.1,2.8,3.2,0
Créer des rapports automatiquement,Moyen,Exploratoire,Expert,27.8,0,27.8,1,2.9,3.9,2.8,3.9,0
Générer du DAX,Faible,Opérationnel,Intermédiaire,57.7,1,19.1,2,2.7,3.9,3.2,3.4,0
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,44.9,1,34.9,1,4.4,4.7,4.9,4.0,1
Résumer les insights,Moyen,Management,Intermédiaire,12.4,1,8.5,1,4.3,4.1,3.6,4.1,1
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,46.3,1,32.1,2,4.2,3.6,4.3,3.2,1
Générer du DAX,Moyen,Opérationnel,Expert,78.1,1,53.9,2,2.9,2.6,3.8,2.7,0
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,15.7,1,12.0,2,4.1,3.1,4.0,4.0,1
Résumer les insights,Faible,Exploratoire,Intermédiaire,19.7,0,19.7,2,3.1,3.4,2.3,4.0,0
Générer du DAX,Faible,Exploratoire,Intermédiaire,37.9,1,9.0,7,2.7,2.6,3.6,3.9,0
Générer du DAX,Élevé,Management,Débutant,113.0,1,23.5,1,3.1,3.2,3.8,3.2,0
Résumer les insights,Faible,Opérationnel,Débutant,22.4,1,14.1,2,3.7,3.6,3.8,3.9,1
